,airline,price,depart_time,delta
0,CZ3966,1160,2017-03-23,6
1,CZ3966,1400,2017-03-23,3
2,CZ3966,1400,2017-03-23,0
3,CZ3966,1400,2017-03-23,-3
4,CZ3966,1400,2017-03-23,-6
