,airline,price,depart_time,delta
0,CZ3588,1160,2017-03-23,6
1,CZ3588,1160,2017-03-23,3
2,CZ3588,1300,2017-03-23,0
3,CZ3588,1300,2017-03-23,-3
4,CZ3588,1300,2017-03-23,-6
5,CZ3588,1300,2017-03-23,-9
6,CZ3588,1160,2017-03-23,-12
7,CZ3588,1160,2017-03-23,-15
