,airline,price,depart_time,delta
0,HU7208,1290,2017-03-23,6
1,HU7208,1150,2017-03-23,3
2,HU7208,1150,2017-03-23,0
3,HU7208,1150,2017-03-23,-3
4,HU7208,1150,2017-03-23,-6
