,airline,price,depart_time,delta
0,9C8955,790,2017-03-23,6
1,9C8955,930,2017-03-23,3
2,9C8955,930,2017-03-23,0
3,9C8955,930,2017-03-23,-3
4,9C8955,930,2017-03-23,-6
5,9C8955,1140,2017-03-23,-9
6,9C8955,930,2017-03-23,-12
