,airline,price,depart_time,delta
0,HO1151,1120,2017-03-23,6
1,HO1151,980,2017-03-23,3
2,HO1151,980,2017-03-23,0
3,HO1151,1120,2017-03-23,-3
4,HO1151,1120,2017-03-23,-6
5,HO1151,1050,2017-03-23,-9
6,HO1151,980,2017-03-23,-12
7,HO1151,910,2017-03-23,-15
