,airline,price,depart_time,delta
0,CZ3558,1300,2017-03-23,6
1,CZ3558,1300,2017-03-23,3
2,CZ3558,1300,2017-03-23,0
3,CZ3558,1300,2017-03-23,-3
4,CZ3558,1300,2017-03-23,-6
5,CZ3558,1300,2017-03-23,-9
6,CZ3558,1400,2017-03-23,-12
